ID,ASK1_IC50_nM
TEST_000,544.3975
TEST_001,362.24063
TEST_002,475.86792
TEST_003,2332.91
TEST_004,8.832857
TEST_005,34.227726
TEST_006,25.690716
TEST_007,6.57301
TEST_008,991.19165
TEST_009,1764.8408
TEST_010,168.28767
TEST_011,2987.956
TEST_012,987.62634
TEST_013,416.00238
TEST_014,389.58774
TEST_015,225.27283
TEST_016,156.69547
TEST_017,12.292971
TEST_018,5.8604374
TEST_019,12.469254
TEST_020,490.47308
TEST_021,38.762417
TEST_022,42.690014
TEST_023,910.2612
TEST_024,23.98428
TEST_025,344.57095
TEST_026,186.3398
TEST_027,146.02614
TEST_028,46.2893
TEST_029,498.74698
TEST_030,670.55237
TEST_031,74.10464
TEST_032,45.70273
TEST_033,513.5167
TEST_034,191.92566
TEST_035,858.23956
TEST_036,139.63008
TEST_037,31.940842
TEST_038,56.456287
TEST_039,87.22327
TEST_040,5.4390163
TEST_041,465.37067
TEST_042,101.947395
TEST_043,31.124205
TEST_044,216.67165
TEST_045,36.63854
TEST_046,35.897816
TEST_047,11.97753
TEST_048,163.05984
TEST_049,26.410566
TEST_050,4.7685537
TEST_051,14.776851
TEST_052,23.097778
TEST_053,29.215824
TEST_054,26.34465
TEST_055,175.19653
TEST_056,38.878822
TEST_057,0.5856089
TEST_058,1.6664643
TEST_059,7.21679
TEST_060,1.1952962
TEST_061,10.675789
TEST_062,15.905895
TEST_063,2.207723
TEST_064,13.087597
TEST_065,3.6763942
TEST_066,4.329915
TEST_067,12.671166
TEST_068,185.1801
TEST_069,224.59515
TEST_070,4.881613
TEST_071,10.926192
TEST_072,4.975049
TEST_073,72.249245
TEST_074,14.335476
TEST_075,11.60243
TEST_076,3.623544
TEST_077,184.10887
TEST_078,129.76506
TEST_079,449.41098
TEST_080,48.88312
TEST_081,4.5459657
TEST_082,3.919066
TEST_083,6.4785476
TEST_084,9.858668
TEST_085,49.375225
TEST_086,43.98517
TEST_087,41.622715
TEST_088,78.927475
TEST_089,8.395757
TEST_090,41.186028
TEST_091,4.312834
TEST_092,10.7920265
TEST_093,110.91178
TEST_094,18.309528
TEST_095,92.536354
TEST_096,11.213416
TEST_097,109.65335
TEST_098,11.843594
TEST_099,37.860306
TEST_100,4.521574
TEST_101,6.650832
TEST_102,3.4370756
TEST_103,134.4818
TEST_104,10.810409
TEST_105,22.654278
TEST_106,680.37286
TEST_107,236.85036
TEST_108,20.270157
TEST_109,17.308077
TEST_110,44.217445
TEST_111,22.582483
TEST_112,24.414194
TEST_113,59.669064
TEST_114,4.370111
TEST_115,11.852283
TEST_116,106.59578
TEST_117,251.67844
TEST_118,16.497429
TEST_119,51.94916
TEST_120,91.47216
TEST_121,2.7147696
TEST_122,53.665165
TEST_123,4.7241745
TEST_124,76.29421
TEST_125,0.56711566
TEST_126,127.372826
