ID,ASK1_IC50_nM
TEST_000,1799.1815
TEST_001,1132.5182
TEST_002,1132.4524
TEST_003,61004.953
TEST_004,24.838665
TEST_005,37.796677
TEST_006,65.12223
TEST_007,42.58225
TEST_008,5832.8467
TEST_009,775.49725
TEST_010,1356.9
TEST_011,7570.1772
TEST_012,4595.9062
TEST_013,1160.3743
TEST_014,151.78358
TEST_015,304.5003
TEST_016,195.03798
TEST_017,46.865128
TEST_018,282.13974
TEST_019,99.05204
TEST_020,5991.577
TEST_021,187.97261
TEST_022,190.74147
TEST_023,312.18253
TEST_024,197.1055
TEST_025,498.09357
TEST_026,489.76007
TEST_027,472.6909
TEST_028,196.88142
TEST_029,152.06332
TEST_030,492.3783
TEST_031,150.78099
TEST_032,538.01324
TEST_033,298.20502
TEST_034,97.89496
TEST_035,194.83829
TEST_036,469.3016
TEST_037,72.21974
TEST_038,481.86166
TEST_039,481.85794
TEST_040,11.411745
TEST_041,496.66986
TEST_042,489.48483
TEST_043,115.5562
TEST_044,755.3995
TEST_045,10.928124
TEST_046,39.42704
TEST_047,44.24401
TEST_048,43.336773
TEST_049,27.309374
TEST_050,27.732157
TEST_051,26.35359
TEST_052,9.049787
TEST_053,11.628766
TEST_054,27.399385
TEST_055,192.28339
TEST_056,195.03563
TEST_057,4.805376
TEST_058,26.211353
TEST_059,45.760723
TEST_060,19.441282
TEST_061,27.688587
TEST_062,12.206328
TEST_063,5.627601
TEST_064,4.785579
TEST_065,3.5854328
TEST_066,7.2391696
TEST_067,12.274574
TEST_068,488.67236
TEST_069,872.27386
TEST_070,11.367926
TEST_071,26.297285
TEST_072,12.897997
TEST_073,312.864
TEST_074,7.9801474
TEST_075,18.01061
TEST_076,8.172204
TEST_077,289.9421
TEST_078,301.06155
TEST_079,301.4575
TEST_080,526.4607
TEST_081,7.82247
TEST_082,7.029413
TEST_083,16.16225
TEST_084,7.1703014
TEST_085,16.741669
TEST_086,26.11495
TEST_087,26.109417
TEST_088,16.536983
TEST_089,11.446681
TEST_090,10.220303
TEST_091,17.695908
TEST_092,16.743195
TEST_093,11.100558
TEST_094,7.4251237
TEST_095,17.344221
TEST_096,16.703552
TEST_097,11.0743
TEST_098,7.407552
TEST_099,17.303175
TEST_100,10.717705
TEST_101,7.2791166
TEST_102,7.2619057
TEST_103,16.567732
TEST_104,25.030083
TEST_105,16.688374
TEST_106,1169.8187
TEST_107,1200.6864
TEST_108,11.069401
TEST_109,25.055765
TEST_110,25.96254
TEST_111,26.024729
TEST_112,26.096949
TEST_113,15.232952
TEST_114,3.2623584
TEST_115,4.4924965
TEST_116,16.560204
TEST_117,16.599798
TEST_118,10.596913
TEST_119,15.973151
TEST_120,24.883814
TEST_121,1.6091671
TEST_122,10.19259
TEST_123,4.672127
TEST_124,73.229164
TEST_125,4.3642416
TEST_126,10.124975
