ID,ASK1_IC50_nM
TEST_000,220.98619
TEST_001,162.77042
TEST_002,162.17212
TEST_003,524.92017
TEST_004,42.277393
TEST_005,50.046665
TEST_006,28.701578
TEST_007,22.16795
TEST_008,1023.40027
TEST_009,111.55454
TEST_010,38.415165
TEST_011,148.54166
TEST_012,112.55936
TEST_013,27.904419
TEST_014,109.49214
TEST_015,40.056194
TEST_016,34.631752
TEST_017,11.28597
TEST_018,26.580925
TEST_019,38.613235
TEST_020,155.68094
TEST_021,29.479338
TEST_022,33.7637
TEST_023,67.97046
TEST_024,15.329931
TEST_025,78.560555
TEST_026,30.064835
TEST_027,58.468826
TEST_028,16.72706
TEST_029,111.035576
TEST_030,95.83023
TEST_031,17.655094
TEST_032,13.402486
TEST_033,37.99794
TEST_034,93.36085
TEST_035,34.640614
TEST_036,53.058598
TEST_037,13.111328
TEST_038,24.515408
TEST_039,24.398973
TEST_040,7.791783
TEST_041,78.14933
TEST_042,33.165176
TEST_043,28.813416
TEST_044,64.84561
TEST_045,20.010792
TEST_046,23.731997
TEST_047,11.204825
TEST_048,15.323115
TEST_049,17.468945
TEST_050,13.874997
TEST_051,11.775778
TEST_052,25.856913
TEST_053,4.433587
TEST_054,17.394777
TEST_055,32.02565
TEST_056,9.355201
TEST_057,2.9425397
TEST_058,9.27017
TEST_059,5.616182
TEST_060,2.0026112
TEST_061,5.8840866
TEST_062,2.2761137
TEST_063,15.532514
TEST_064,11.746619
TEST_065,14.064466
TEST_066,6.623548
TEST_067,4.4980145
TEST_068,29.35634
TEST_069,33.203506
TEST_070,7.6869764
TEST_071,12.476594
TEST_072,19.643251
TEST_073,22.35314
TEST_074,5.507438
TEST_075,15.763402
TEST_076,6.171097
TEST_077,27.897099
TEST_078,47.44838
TEST_079,48.115112
TEST_080,35.39653
TEST_081,11.965555
TEST_082,6.6383276
TEST_083,9.241471
TEST_084,3.5177784
TEST_085,18.731909
TEST_086,36.19345
TEST_087,36.746346
TEST_088,53.04246
TEST_089,7.0464907
TEST_090,17.925957
TEST_091,8.778599
TEST_092,15.069726
TEST_093,16.176115
TEST_094,5.5271745
TEST_095,29.015387
TEST_096,15.127565
TEST_097,16.154514
TEST_098,5.5012255
TEST_099,23.886309
TEST_100,7.1036167
TEST_101,12.243616
TEST_102,11.821767
TEST_103,62.872395
TEST_104,18.486319
TEST_105,16.408516
TEST_106,165.84712
TEST_107,90.34498
TEST_108,7.608483
TEST_109,20.638706
TEST_110,37.738995
TEST_111,37.458977
TEST_112,37.43242
TEST_113,70.64455
TEST_114,5.4026985
TEST_115,13.720626
TEST_116,62.068806
TEST_117,64.369064
TEST_118,24.606718
TEST_119,36.435192
TEST_120,69.67679
TEST_121,6.448996
TEST_122,55.181213
TEST_123,11.821131
TEST_124,58.42583
TEST_125,5.457944
TEST_126,11.21557
