ID,ASK1_IC50_nM
TEST_000,179.3655
TEST_001,141.1039
TEST_002,112.3275
TEST_003,45.905453
TEST_004,37.865627
TEST_005,48.253033
TEST_006,38.911617
TEST_007,29.525723
TEST_008,372.45026
TEST_009,52.87384
TEST_010,96.5113
TEST_011,50.52729
TEST_012,36.770195
TEST_013,38.547367
TEST_014,20.500828
TEST_015,32.15379
TEST_016,37.23468
TEST_017,446.05002
TEST_018,17.931528
TEST_019,83.09379
TEST_020,63.07831
TEST_021,22.817635
TEST_022,39.42388
TEST_023,48.424145
TEST_024,422.44583
TEST_025,88.292694
TEST_026,44.015606
TEST_027,95.83781
TEST_028,695.4915
TEST_029,18.862343
TEST_030,94.778404
TEST_031,16.99678
TEST_032,20.254227
TEST_033,64.067215
TEST_034,18.88746
TEST_035,263.55933
TEST_036,124.24006
TEST_037,173.2633
TEST_038,45.545586
TEST_039,64.56315
TEST_040,9.960026
TEST_041,56.22703
TEST_042,91.759346
TEST_043,199.91446
TEST_044,67.96478
TEST_045,673.9018
TEST_046,32.254776
TEST_047,20.034908
TEST_048,722.75665
TEST_049,23.925629
TEST_050,7.975575
TEST_051,103.016785
TEST_052,7.5543103
TEST_053,55.06483
TEST_054,23.498098
TEST_055,18.32586
TEST_056,14.235501
TEST_057,5.134327
TEST_058,10.49404
TEST_059,10.204841
TEST_060,6.418959
TEST_061,94.89304
TEST_062,455.12247
TEST_063,11.616617
TEST_064,27.561167
TEST_065,7.074134
TEST_066,3.4160373
TEST_067,14.295019
TEST_068,24.458572
TEST_069,40.409096
TEST_070,4.9895124
TEST_071,183.9438
TEST_072,32.403896
TEST_073,18.727467
TEST_074,6.231805
TEST_075,38.62761
TEST_076,25.522644
TEST_077,99.34808
TEST_078,95.56482
TEST_079,90.294205
TEST_080,34.41093
TEST_081,9.400691
TEST_082,4.530897
TEST_083,24.67132
TEST_084,9.981001
TEST_085,268.09482
TEST_086,74.42198
TEST_087,83.37114
TEST_088,62.358154
TEST_089,6.4261656
TEST_090,320.68927
TEST_091,15.829065
TEST_092,14.895993
TEST_093,598.2847
TEST_094,9.527021
TEST_095,421.1357
TEST_096,18.80589
TEST_097,710.20184
TEST_098,10.427619
TEST_099,41.463528
TEST_100,7.3841
TEST_101,12.99514
TEST_102,12.777006
TEST_103,688.6316
TEST_104,44.873646
TEST_105,40.102356
TEST_106,112.56554
TEST_107,62.952797
TEST_108,11.305627
TEST_109,45.282166
TEST_110,101.49584
TEST_111,92.68156
TEST_112,94.014656
TEST_113,493.63736
TEST_114,17.108803
TEST_115,131.8934
TEST_116,484.1569
TEST_117,1535.3986
TEST_118,15.207651
TEST_119,456.73587
TEST_120,140.74925
TEST_121,1919.6085
TEST_122,31.01511
TEST_123,4.2718987
TEST_124,99.937546
TEST_125,27.71663
TEST_126,2397.1326
