ID,ASK1_IC50_nM
TEST_000,1380.3157
TEST_001,1146.351
TEST_002,1146.2327
TEST_003,7985.9673
TEST_004,22.510618
TEST_005,27.378935
TEST_006,27.996454
TEST_007,23.289534
TEST_008,5919.077
TEST_009,381.18414
TEST_010,226.65524
TEST_011,1478.9105
TEST_012,961.74066
TEST_013,188.90033
TEST_014,223.90402
TEST_015,119.15003
TEST_016,79.49016
TEST_017,19.57988
TEST_018,119.28079
TEST_019,95.600716
TEST_020,1168.1925
TEST_021,98.74171
TEST_022,79.61104
TEST_023,211.75507
TEST_024,66.73361
TEST_025,209.49017
TEST_026,181.10652
TEST_027,142.18007
TEST_028,66.8359
TEST_029,224.01295
TEST_030,252.75261
TEST_031,125.67831
TEST_032,142.93277
TEST_033,149.13013
TEST_034,188.17911
TEST_035,99.16728
TEST_036,179.5862
TEST_037,29.389881
TEST_038,95.76586
TEST_039,95.77112
TEST_040,3.7103274
TEST_041,209.4582
TEST_042,181.47417
TEST_043,65.715164
TEST_044,486.35358
TEST_045,5.492426
TEST_046,18.606033
TEST_047,15.663957
TEST_048,12.46694
TEST_049,14.617742
TEST_050,12.0626
TEST_051,8.299267
TEST_052,12.991503
TEST_053,2.467774
TEST_054,14.612494
TEST_055,178.06943
TEST_056,67.55308
TEST_057,1.3807795
TEST_058,10.333374
TEST_059,8.257692
TEST_060,2.4591727
TEST_061,5.523583
TEST_062,1.6489625
TEST_063,5.04432
TEST_064,2.9043944
TEST_065,3.3543034
TEST_066,2.4670694
TEST_067,2.4935777
TEST_068,181.02283
TEST_069,523.11646
TEST_070,3.7100585
TEST_071,8.305812
TEST_072,11.2699585
TEST_073,151.65282
TEST_074,2.9141562
TEST_075,9.793076
TEST_076,2.9462705
TEST_077,120.619514
TEST_078,214.02376
TEST_079,214.02658
TEST_080,146.59932
TEST_081,4.379506
TEST_082,2.4653528
TEST_083,5.5217395
TEST_084,1.6444821
TEST_085,9.778249
TEST_086,21.802568
TEST_087,21.808313
TEST_088,25.254568
TEST_089,4.5966377
TEST_090,6.7425923
TEST_091,5.50895
TEST_092,9.734479
TEST_093,8.130784
TEST_094,2.9001117
TEST_095,16.98195
TEST_096,9.734393
TEST_097,8.129998
TEST_098,2.899093
TEST_099,16.921146
TEST_100,4.574294
TEST_101,4.3593564
TEST_102,4.35595
TEST_103,25.340004
TEST_104,15.307208
TEST_105,10.154165
TEST_106,1082.8796
TEST_107,612.10126
TEST_108,3.6790996
TEST_109,12.332635
TEST_110,21.823381
TEST_111,21.819523
TEST_112,21.81835
TEST_113,21.17488
TEST_114,1.0954456
TEST_115,2.956121
TEST_116,25.328016
TEST_117,25.3434
TEST_118,11.888828
TEST_119,14.511942
TEST_120,31.994333
TEST_121,2.008204
TEST_122,13.9707985
TEST_123,2.9637713
TEST_124,42.03024
TEST_125,2.5030026
TEST_126,3.6920893
