ID,ASK1_IC50_nM
TEST_000,2261.4417
TEST_001,2039.4009
TEST_002,2039.468
TEST_003,9844.921
TEST_004,32.688053
TEST_005,35.784325
TEST_006,39.136562
TEST_007,35.59459
TEST_008,4531.385
TEST_009,394.46658
TEST_010,326.63297
TEST_011,2186.8018
TEST_012,1401.4045
TEST_013,291.15784
TEST_014,133.00647
TEST_015,177.03622
TEST_016,117.94955
TEST_017,34.02741
TEST_018,234.61285
TEST_019,193.57617
TEST_020,1564.4088
TEST_021,160.0932
TEST_022,117.96354
TEST_023,235.95773
TEST_024,115.86403
TEST_025,346.53436
TEST_026,343.68454
TEST_027,195.7829
TEST_028,115.79612
TEST_029,132.9288
TEST_030,261.863
TEST_031,148.2422
TEST_032,148.01271
TEST_033,241.2023
TEST_034,120.179436
TEST_035,160.22314
TEST_036,265.66687
TEST_037,51.030293
TEST_038,141.87753
TEST_039,141.90964
TEST_040,5.6925545
TEST_041,346.5956
TEST_042,343.1917
TEST_043,106.36698
TEST_044,694.6261
TEST_045,7.7294617
TEST_046,26.131184
TEST_047,25.80218
TEST_048,19.182241
TEST_049,17.205063
TEST_050,22.778261
TEST_051,12.86955
TEST_052,8.777885
TEST_053,4.1377754
TEST_054,17.217062
TEST_055,276.18085
TEST_056,151.34492
TEST_057,2.5419755
TEST_058,17.58842
TEST_059,13.895578
TEST_060,4.4627337
TEST_061,9.321631
TEST_062,2.9855165
TEST_063,4.441626
TEST_064,3.366331
TEST_065,2.9578743
TEST_066,3.7859309
TEST_067,4.1077914
TEST_068,343.7755
TEST_069,724.32404
TEST_070,5.6954803
TEST_071,12.863377
TEST_072,10.041809
TEST_073,310.0932
TEST_074,3.6918867
TEST_075,11.468393
TEST_076,3.6971273
TEST_077,229.04987
TEST_078,305.3242
TEST_079,305.32285
TEST_080,253.15366
TEST_081,5.0653434
TEST_082,3.803881
TEST_083,8.618988
TEST_084,2.7752929
TEST_085,11.486238
TEST_086,23.55128
TEST_087,23.556322
TEST_088,20.852108
TEST_089,7.8301697
TEST_090,10.739827
TEST_091,8.5050335
TEST_092,11.524311
TEST_093,10.471273
TEST_094,3.7080061
TEST_095,15.19083
TEST_096,11.524919
TEST_097,10.472883
TEST_098,3.7087634
TEST_099,15.229106
TEST_100,7.872911
TEST_101,5.0875716
TEST_102,5.0894933
TEST_103,20.813955
TEST_104,24.176838
TEST_105,16.10484
TEST_106,1440.8347
TEST_107,1081.2877
TEST_108,5.677935
TEST_109,17.613195
TEST_110,23.538742
TEST_111,23.53608
TEST_112,23.543705
TEST_113,21.400473
TEST_114,1.6687641
TEST_115,4.718431
TEST_116,20.812082
TEST_117,20.80966
TEST_118,14.393215
TEST_119,15.714739
TEST_120,32.110928
TEST_121,2.6711879
TEST_122,14.217288
TEST_123,4.731244
TEST_124,52.195007
TEST_125,4.767046
TEST_126,5.787795
