ID,ASK1_IC50_nM
TEST_000,896.52783
TEST_001,646.49615
TEST_002,646.4812
TEST_003,13553.247
TEST_004,29.226154
TEST_005,38.434063
TEST_006,51.433266
TEST_007,38.98701
TEST_008,2486.0273
TEST_009,344.59857
TEST_010,494.74915
TEST_011,2402.0989
TEST_012,1605.2355
TEST_013,460.03592
TEST_014,83.238335
TEST_015,174.66356
TEST_016,123.68584
TEST_017,38.93461
TEST_018,139.45267
TEST_019,70.00691
TEST_020,1892.8047
TEST_021,122.35311
TEST_022,120.58826
TEST_023,171.64195
TEST_024,118.62086
TEST_025,238.15001
TEST_026,242.53462
TEST_027,236.92839
TEST_028,118.225845
TEST_029,83.279106
TEST_030,239.18773
TEST_031,89.81298
TEST_032,217.92062
TEST_033,174.34473
TEST_034,60.94584
TEST_035,126.182846
TEST_036,243.00215
TEST_037,53.78662
TEST_038,233.90887
TEST_039,233.04703
TEST_040,12.762424
TEST_041,238.92393
TEST_042,243.2747
TEST_043,86.15677
TEST_044,338.0131
TEST_045,13.445833
TEST_046,35.504463
TEST_047,37.249443
TEST_048,34.018593
TEST_049,23.686363
TEST_050,23.436749
TEST_051,23.426277
TEST_052,9.341447
TEST_053,11.257443
TEST_054,23.612228
TEST_055,117.152565
TEST_056,109.33777
TEST_057,6.444565
TEST_058,23.983438
TEST_059,32.17371
TEST_060,16.817701
TEST_061,22.176811
TEST_062,10.705039
TEST_063,6.8720107
TEST_064,6.5833526
TEST_065,4.9423714
TEST_066,9.077372
TEST_067,11.883908
TEST_068,242.95546
TEST_069,369.0456
TEST_070,12.7727
TEST_071,23.464968
TEST_072,12.421851
TEST_073,179.423
TEST_074,8.569242
TEST_075,17.64521
TEST_076,9.200267
TEST_077,160.77596
TEST_078,162.10857
TEST_079,162.01372
TEST_080,223.62935
TEST_081,9.681802
TEST_082,8.970152
TEST_083,16.327143
TEST_084,7.9395785
TEST_085,16.510223
TEST_086,25.152098
TEST_087,25.070045
TEST_088,17.652128
TEST_089,13.137439
TEST_090,13.268019
TEST_091,18.783747
TEST_092,16.471819
TEST_093,12.68063
TEST_094,8.012843
TEST_095,16.653833
TEST_096,16.459291
TEST_097,12.670916
TEST_098,8.006635
TEST_099,16.641186
TEST_100,12.566327
TEST_101,9.051596
TEST_102,9.044701
TEST_103,17.607143
TEST_104,25.4597
TEST_105,19.05631
TEST_106,556.9794
TEST_107,580.5214
TEST_108,11.835625
TEST_109,24.64798
TEST_110,24.920204
TEST_111,24.976742
TEST_112,24.927101
TEST_113,18.3037
TEST_114,5.1303825
TEST_115,6.9842234
TEST_116,17.454527
TEST_117,17.422684
TEST_118,13.306913
TEST_119,17.288609
TEST_120,26.414772
TEST_121,3.1747112
TEST_122,14.128636
TEST_123,7.420169
TEST_124,63.98321
TEST_125,6.891414
TEST_126,11.7400055
