ID,ASK1_IC50_nM
TEST_000,157.73859
TEST_001,166.15042
TEST_002,138.23586
TEST_003,56.323483
TEST_004,80.2687
TEST_005,70.16598
TEST_006,45.898247
TEST_007,54.64816
TEST_008,306.7361
TEST_009,54.47216
TEST_010,108.17734
TEST_011,47.162247
TEST_012,32.82973
TEST_013,38.66232
TEST_014,19.112446
TEST_015,32.203182
TEST_016,36.485268
TEST_017,559.1613
TEST_018,24.22089
TEST_019,81.617935
TEST_020,65.50208
TEST_021,34.640347
TEST_022,33.45428
TEST_023,47.361717
TEST_024,483.0132
TEST_025,86.567345
TEST_026,41.528454
TEST_027,91.544395
TEST_028,1003.0658
TEST_029,21.534683
TEST_030,88.88202
TEST_031,13.252659
TEST_032,16.749372
TEST_033,62.576946
TEST_034,22.287804
TEST_035,326.25125
TEST_036,99.682976
TEST_037,240.04381
TEST_038,49.74907
TEST_039,66.92975
TEST_040,29.620535
TEST_041,58.535374
TEST_042,74.4617
TEST_043,221.45157
TEST_044,62.43132
TEST_045,1412.3627
TEST_046,35.305668
TEST_047,35.170135
TEST_048,941.6352
TEST_049,97.92194
TEST_050,38.319916
TEST_051,118.33766
TEST_052,33.974693
TEST_053,78.40226
TEST_054,85.914566
TEST_055,23.795582
TEST_056,12.559485
TEST_057,10.627208
TEST_058,34.395218
TEST_059,38.004032
TEST_060,13.720446
TEST_061,144.1083
TEST_062,1007.6014
TEST_063,46.884583
TEST_064,69.96588
TEST_065,24.390724
TEST_066,17.655735
TEST_067,28.158022
TEST_068,22.782564
TEST_069,29.336557
TEST_070,32.01538
TEST_071,240.00981
TEST_072,65.74894
TEST_073,22.654575
TEST_074,34.46379
TEST_075,58.899494
TEST_076,37.113377
TEST_077,71.563644
TEST_078,76.58796
TEST_079,60.21029
TEST_080,33.85286
TEST_081,27.085798
TEST_082,31.445541
TEST_083,26.725607
TEST_084,17.561174
TEST_085,306.8759
TEST_086,89.88075
TEST_087,98.38513
TEST_088,77.968834
TEST_089,50.22706
TEST_090,445.1894
TEST_091,71.33098
TEST_092,40.8345
TEST_093,986.652
TEST_094,31.331537
TEST_095,406.87527
TEST_096,49.007797
TEST_097,1206.6375
TEST_098,38.50515
TEST_099,69.07815
TEST_100,33.065372
TEST_101,28.358356
TEST_102,30.044178
TEST_103,803.1525
TEST_104,105.372894
TEST_105,119.661194
TEST_106,125.73186
TEST_107,73.12392
TEST_108,57.70536
TEST_109,77.31032
TEST_110,90.04185
TEST_111,77.84924
TEST_112,83.634636
TEST_113,495.8275
TEST_114,88.85109
TEST_115,164.76956
TEST_116,678.51086
TEST_117,1901.3572
TEST_118,73.8809
TEST_119,602.6227
TEST_120,252.56758
TEST_121,3410.5806
TEST_122,269.7664
TEST_123,44.923683
TEST_124,139.35945
TEST_125,49.16652
TEST_126,3978.6587
