ID,ASK1_IC50_nM
TEST_000,274.4352
TEST_001,223.33955
TEST_002,223.34839
TEST_003,3470.457
TEST_004,42.31538
TEST_005,44.763863
TEST_006,49.17651
TEST_007,45.655235
TEST_008,647.8718
TEST_009,151.32016
TEST_010,194.99088
TEST_011,698.4614
TEST_012,497.02554
TEST_013,206.62015
TEST_014,68.00905
TEST_015,102.555885
TEST_016,85.27185
TEST_017,48.618862
TEST_018,84.706924
TEST_019,59.02269
TEST_020,544.81604
TEST_021,83.1511
TEST_022,84.99452
TEST_023,103.87441
TEST_024,82.638596
TEST_025,118.446594
TEST_026,117.57252
TEST_027,117.54619
TEST_028,82.39904
TEST_029,68.04513
TEST_030,120.40859
TEST_031,74.25319
TEST_032,115.18682
TEST_033,106.46957
TEST_034,61.481094
TEST_035,89.797104
TEST_036,123.47349
TEST_037,55.20703
TEST_038,115.16039
TEST_039,114.89013
TEST_040,29.888815
TEST_041,118.62763
TEST_042,117.86618
TEST_043,71.69892
TEST_044,142.80368
TEST_045,31.44844
TEST_046,41.264286
TEST_047,44.161358
TEST_048,41.64699
TEST_049,35.77344
TEST_050,35.39206
TEST_051,35.22277
TEST_052,27.481062
TEST_053,26.323313
TEST_054,35.752357
TEST_055,80.84885
TEST_056,75.87235
TEST_057,24.562504
TEST_058,36.653664
TEST_059,39.49164
TEST_060,29.743692
TEST_061,33.415665
TEST_062,25.011677
TEST_063,25.52979
TEST_064,23.47159
TEST_065,22.81736
TEST_066,26.05967
TEST_067,26.645443
TEST_068,117.740585
TEST_069,165.35747
TEST_070,29.918299
TEST_071,35.2744
TEST_072,28.721754
TEST_073,101.71282
TEST_074,25.40034
TEST_075,33.205257
TEST_076,27.400528
TEST_077,90.04403
TEST_078,92.119316
TEST_079,92.06219
TEST_080,113.755424
TEST_081,28.8798
TEST_082,26.40964
TEST_083,30.291573
TEST_084,23.210068
TEST_085,30.727173
TEST_086,37.821747
TEST_087,37.74496
TEST_088,33.028652
TEST_089,31.175814
TEST_090,30.826553
TEST_091,32.989113
TEST_092,30.734325
TEST_093,29.615267
TEST_094,23.507078
TEST_095,31.168524
TEST_096,30.742899
TEST_097,29.623722
TEST_098,23.514254
TEST_099,31.177286
TEST_100,29.215311
TEST_101,26.747095
TEST_102,26.755495
TEST_103,32.925785
TEST_104,38.589626
TEST_105,35.47177
TEST_106,203.85725
TEST_107,211.14377
TEST_108,27.648579
TEST_109,36.890053
TEST_110,37.467205
TEST_111,37.498154
TEST_112,37.538277
TEST_113,34.039104
TEST_114,25.968184
TEST_115,27.236189
TEST_116,32.677357
TEST_117,32.712826
TEST_118,31.131142
TEST_119,32.2721
TEST_120,39.55152
TEST_121,25.058544
TEST_122,33.694077
TEST_123,28.860401
TEST_124,61.156654
TEST_125,27.32875
TEST_126,27.726706
