ID,ASK1_IC50_nM
TEST_000,2078.5295
TEST_001,1366.9471
TEST_002,1366.9187
TEST_003,35799.14
TEST_004,28.03352
TEST_005,42.061077
TEST_006,64.30874
TEST_007,42.83166
TEST_008,6344.804
TEST_009,709.0176
TEST_010,1058.8098
TEST_011,5741.793
TEST_012,3620.9866
TEST_013,859.5957
TEST_014,127.28643
TEST_015,297.3592
TEST_016,189.87202
TEST_017,47.10439
TEST_018,262.8216
TEST_019,108.00656
TEST_020,4738.996
TEST_021,193.21605
TEST_022,184.32347
TEST_023,295.53064
TEST_024,192.99765
TEST_025,461.42703
TEST_026,462.079
TEST_027,441.5719
TEST_028,192.70735
TEST_029,127.27874
TEST_030,449.7654
TEST_031,149.13322
TEST_032,453.71945
TEST_033,292.85223
TEST_034,83.90864
TEST_035,195.54294
TEST_036,445.792
TEST_037,73.37637
TEST_038,436.49127
TEST_039,435.37985
TEST_040,9.758664
TEST_041,462.5958
TEST_042,463.19397
TEST_043,124.55119
TEST_044,738.8155
TEST_045,10.215613
TEST_046,40.65765
TEST_047,41.159176
TEST_048,37.426296
TEST_049,24.070732
TEST_050,24.539349
TEST_051,23.539646
TEST_052,6.9470696
TEST_053,9.71206
TEST_054,23.975119
TEST_055,194.94849
TEST_056,181.0763
TEST_057,3.931193
TEST_058,23.759007
TEST_059,36.052456
TEST_060,14.5725355
TEST_061,22.585062
TEST_062,9.374367
TEST_063,4.3292875
TEST_064,4.08107
TEST_065,2.7832146
TEST_066,6.2547274
TEST_067,9.531584
TEST_068,462.61508
TEST_069,815.6687
TEST_070,9.769513
TEST_071,23.565636
TEST_072,10.407373
TEST_073,306.51257
TEST_074,6.4627047
TEST_075,15.63406
TEST_076,6.2533264
TEST_077,290.79172
TEST_078,296.42267
TEST_079,295.9183
TEST_080,436.38824
TEST_081,6.492761
TEST_082,6.200382
TEST_083,14.92774
TEST_084,6.1720996
TEST_085,15.263942
TEST_086,25.355673
TEST_087,25.287418
TEST_088,16.391499
TEST_089,10.256365
TEST_090,10.675484
TEST_091,15.972029
TEST_092,15.198721
TEST_093,10.351645
TEST_094,6.2833886
TEST_095,15.540633
TEST_096,15.198204
TEST_097,10.351259
TEST_098,6.283168
TEST_099,15.539968
TEST_100,10.167765
TEST_101,6.3126945
TEST_102,6.3124585
TEST_103,16.32551
TEST_104,25.120056
TEST_105,16.867075
TEST_106,1271.3837
TEST_107,1251.2234
TEST_108,10.039439
TEST_109,24.343582
TEST_110,24.893898
TEST_111,24.9518
TEST_112,24.847176
TEST_113,16.557076
TEST_114,2.644951
TEST_115,4.3843846
TEST_116,15.994456
TEST_117,15.926289
TEST_118,10.649307
TEST_119,15.637991
TEST_120,26.195301
TEST_121,1.3874388
TEST_122,10.831663
TEST_123,4.277456
TEST_124,76.50619
TEST_125,4.2809796
TEST_126,8.920925
