ID,ASK1_IC50_nM
TEST_000,98.8669
TEST_001,62.96877
TEST_002,63.645706
TEST_003,106.54184
TEST_004,67.33093
TEST_005,108.4336
TEST_006,76.307526
TEST_007,35.30989
TEST_008,122.17363
TEST_009,82.30085
TEST_010,69.49548
TEST_011,59.38032
TEST_012,61.469822
TEST_013,31.55109
TEST_014,157.62155
TEST_015,58.39992
TEST_016,60.669235
TEST_017,49.659027
TEST_018,52.10059
TEST_019,40.23966
TEST_020,299.343
TEST_021,27.117817
TEST_022,57.150246
TEST_023,53.274757
TEST_024,49.816795
TEST_025,59.189667
TEST_026,89.6389
TEST_027,135.5606
TEST_028,44.857143
TEST_029,172.04233
TEST_030,93.9549
TEST_031,90.17828
TEST_032,46.741283
TEST_033,48.465206
TEST_034,134.87885
TEST_035,40.7278
TEST_036,69.59987
TEST_037,49.335182
TEST_038,125.10929
TEST_039,111.37953
TEST_040,103.20517
TEST_041,104.23418
TEST_042,118.03259
TEST_043,39.006493
TEST_044,42.34317
TEST_045,166.87898
TEST_046,156.53246
TEST_047,101.18885
TEST_048,137.62827
TEST_049,80.97864
TEST_050,74.18996
TEST_051,127.22956
TEST_052,170.53122
TEST_053,192.1017
TEST_054,96.82057
TEST_055,38.935123
TEST_056,21.055485
TEST_057,33.7611
TEST_058,131.87254
TEST_059,62.441536
TEST_060,67.408745
TEST_061,94.251434
TEST_062,148.03531
TEST_063,40.274002
TEST_064,71.62339
TEST_065,35.94838
TEST_066,85.17893
TEST_067,73.118774
TEST_068,85.48145
TEST_069,24.457605
TEST_070,101.550575
TEST_071,135.8234
TEST_072,41.12358
TEST_073,56.95324
TEST_074,143.25658
TEST_075,96.68672
TEST_076,65.78931
TEST_077,91.86822
TEST_078,59.70576
TEST_079,41.39611
TEST_080,48.56412
TEST_081,92.9005
TEST_082,93.15309
TEST_083,108.935745
TEST_084,166.74893
TEST_085,90.81638
TEST_086,144.95572
TEST_087,149.04517
TEST_088,124.00878
TEST_089,68.94971
TEST_090,107.324005
TEST_091,143.18535
TEST_092,64.09599
TEST_093,42.977505
TEST_094,113.13649
TEST_095,76.56803
TEST_096,70.335205
TEST_097,46.997192
TEST_098,121.07821
TEST_099,52.779415
TEST_100,53.12021
TEST_101,75.31965
TEST_102,77.80584
TEST_103,126.99133
TEST_104,103.22987
TEST_105,87.6116
TEST_106,47.74264
TEST_107,114.275055
TEST_108,114.9666
TEST_109,77.7051
TEST_110,62.966763
TEST_111,53.085167
TEST_112,65.132744
TEST_113,72.81995
TEST_114,90.00775
TEST_115,85.72366
TEST_116,54.85158
TEST_117,111.19625
TEST_118,49.677513
TEST_119,112.815346
TEST_120,93.48013
TEST_121,26.566744
TEST_122,135.32028
TEST_123,53.649376
TEST_124,90.296585
TEST_125,40.921436
TEST_126,99.44139
