ID,ASK1_IC50_nM
TEST_000,105.615906
TEST_001,62.414528
TEST_002,63.35066
TEST_003,321.96643
TEST_004,93.175186
TEST_005,89.6329
TEST_006,72.05547
TEST_007,50.31515
TEST_008,86.55708
TEST_009,113.846634
TEST_010,157.47867
TEST_011,161.24567
TEST_012,137.94339
TEST_013,90.13295
TEST_014,204.11101
TEST_015,70.41548
TEST_016,66.268654
TEST_017,46.231903
TEST_018,225.94064
TEST_019,80.45143
TEST_020,313.51562
TEST_021,38.303596
TEST_022,75.8039
TEST_023,76.504166
TEST_024,53.88137
TEST_025,71.181854
TEST_026,82.68887
TEST_027,97.556114
TEST_028,55.068275
TEST_029,217.33736
TEST_030,84.71576
TEST_031,106.74241
TEST_032,62.16736
TEST_033,80.892
TEST_034,252.84476
TEST_035,61.155647
TEST_036,91.948235
TEST_037,43.508644
TEST_038,88.918236
TEST_039,88.93981
TEST_040,85.19979
TEST_041,74.1704
TEST_042,83.21211
TEST_043,26.358393
TEST_044,104.28203
TEST_045,196.83841
TEST_046,139.88496
TEST_047,143.41365
TEST_048,87.01121
TEST_049,60.48553
TEST_050,66.782425
TEST_051,74.699005
TEST_052,310.75034
TEST_053,119.22187
TEST_054,69.896545
TEST_055,49.120117
TEST_056,45.43286
TEST_057,38.32034
TEST_058,99.13027
TEST_059,73.279594
TEST_060,50.842102
TEST_061,67.98434
TEST_062,106.774994
TEST_063,101.928925
TEST_064,69.735565
TEST_065,109.023575
TEST_066,63.086895
TEST_067,41.55769
TEST_068,96.27888
TEST_069,100.01131
TEST_070,106.31047
TEST_071,86.51109
TEST_072,55.312115
TEST_073,66.41842
TEST_074,168.3932
TEST_075,84.40993
TEST_076,62.788372
TEST_077,62.289932
TEST_078,54.710716
TEST_079,54.308292
TEST_080,70.29544
TEST_081,124.3207
TEST_082,71.1706
TEST_083,60.111076
TEST_084,98.81231
TEST_085,45.716732
TEST_086,152.07668
TEST_087,141.52763
TEST_088,135.78911
TEST_089,91.212906
TEST_090,116.48906
TEST_091,89.927734
TEST_092,56.235184
TEST_093,44.453583
TEST_094,93.29967
TEST_095,39.46507
TEST_096,56.276566
TEST_097,44.011063
TEST_098,93.509285
TEST_099,39.07997
TEST_100,49.58286
TEST_101,65.96289
TEST_102,66.10587
TEST_103,126.06596
TEST_104,159.38358
TEST_105,143.61581
TEST_106,85.669846
TEST_107,96.77211
TEST_108,191.3235
TEST_109,95.41144
TEST_110,71.87761
TEST_111,83.50673
TEST_112,125.64064
TEST_113,182.35559
TEST_114,296.9892
TEST_115,437.84772
TEST_116,68.719124
TEST_117,472.38635
TEST_118,670.453
TEST_119,476.67218
TEST_120,212.90742
TEST_121,1250.4515
TEST_122,314.95123
TEST_123,196.87234
TEST_124,165.71388
TEST_125,75.627914
TEST_126,91.60794
