ID,ASK1_IC50_nM
TEST_000,39.680706
TEST_001,7.818692
TEST_002,7.657241
TEST_003,81.60404
TEST_004,2.24135
TEST_005,13.718216
TEST_006,3.968123
TEST_007,0.77556276
TEST_008,47.0214
TEST_009,21.949081
TEST_010,8.414676
TEST_011,15.295566
TEST_012,9.127843
TEST_013,15.113537
TEST_014,20.622103
TEST_015,24.99688
TEST_016,23.002695
TEST_017,5.7390194
TEST_018,26.021242
TEST_019,13.042941
TEST_020,27.474335
TEST_021,0.75291044
TEST_022,8.0752325
TEST_023,3.31114
TEST_024,12.005204
TEST_025,16.539743
TEST_026,25.964876
TEST_027,17.925938
TEST_028,7.4867992
TEST_029,38.45133
TEST_030,16.40385
TEST_031,15.00232
TEST_032,24.693947
TEST_033,36.63733
TEST_034,5.317063
TEST_035,8.501654
TEST_036,129.8664
TEST_037,7.3591876
TEST_038,22.438639
TEST_039,30.900291
TEST_040,8.468004
TEST_041,18.398823
TEST_042,27.629278
TEST_043,28.470888
TEST_044,7.2607894
TEST_045,4.5230737
TEST_046,8.319429
TEST_047,2.5414565
TEST_048,2.5510905
TEST_049,1.8430911
TEST_050,2.0195737
TEST_051,2.0195737
TEST_052,6.7373085
TEST_053,2.1006205
TEST_054,4.689879
TEST_055,1.1758207
TEST_056,0.49747652
TEST_057,0.58127594
TEST_058,13.392556
TEST_059,1.5686641
TEST_060,1.1386163
TEST_061,1.4863368
TEST_062,1.7636882
TEST_063,1.27466
TEST_064,0.44935918
TEST_065,1.0413122
TEST_066,2.329741
TEST_067,0.18312263
TEST_068,61.92572
TEST_069,30.033062
TEST_070,12.474252
TEST_071,7.01857
TEST_072,1.4246916
TEST_073,16.620022
TEST_074,4.560143
TEST_075,5.6642118
TEST_076,5.588428
TEST_077,8.618912
TEST_078,7.3412557
TEST_079,10.167363
TEST_080,5.644482
TEST_081,7.220801
TEST_082,2.6994505
TEST_083,3.385457
TEST_084,1.1887705
TEST_085,1.984527
TEST_086,40.91016
TEST_087,39.24556
TEST_088,72.82898
TEST_089,4.983731
TEST_090,3.8611584
TEST_091,35.345886
TEST_092,3.464963
TEST_093,1.6144408
TEST_094,1.4668369
TEST_095,3.8734977
TEST_096,2.9715326
TEST_097,1.4719868
TEST_098,1.0533634
TEST_099,3.069659
TEST_100,1.4799762
TEST_101,2.4158926
TEST_102,2.381581
TEST_103,28.123602
TEST_104,133.29344
TEST_105,11.475511
TEST_106,1080.8674
TEST_107,1377.7039
TEST_108,56.708393
TEST_109,51.441795
TEST_110,53.00538
TEST_111,92.88306
TEST_112,183.45348
TEST_113,189.62515
TEST_114,56.393284
TEST_115,100.280815
TEST_116,142.51703
TEST_117,537.93054
TEST_118,152.7467
TEST_119,157.71747
TEST_120,344.11612
TEST_121,123.66968
TEST_122,184.97243
TEST_123,56.41942
TEST_124,210.23766
TEST_125,22.228273
TEST_126,59.10531
